species	county
Osmia sedula	Thurston
Osmia simillima	Clallam
Osmia simillima	Garfield
Osmia simillima	Island
Osmia simillima	Jefferson
Osmia simillima	King
Osmia simillima	Pacific
Osmia simillima	Spokane
Osmia simillima	Stevens
Osmia simillima	Thurston
Osmia simillima	Whatcom
Osmia simillima	Whitman
Osmia simillima	Yakima
Osmia tanneri	Okanogan
Osmia thysanisca	Whitman
Osmia thysanisca	Yakima
Osmia trevoris	Benton
Osmia trevoris	Clark
Osmia trevoris	Columbia
Osmia trevoris	Franklin
Osmia trevoris	Garfield
Osmia trevoris	King
Osmia trevoris	Kittitas
Osmia trevoris	Klickitat
Osmia trevoris	Okanogan
Osmia trevoris	Skamania
Osmia trevoris	Spokane
Osmia trevoris	Stevens
Osmia trevoris	Thurston
Osmia trevoris	Walla Walla
Osmia trevoris	Whitman
Osmia trifoliama	Klickitat
Osmia trifoliama	San Juan
Osmia tristella	Chelan
Osmia tristella	Clallam
Osmia tristella	King
Osmia tristella	Okanogan
Osmia tristella	Pierce
Osmia tristella	Spokane
Osmia tristella	Stevens
Osmia tristella	Thurston
Osmia tristella	Walla Walla
Osmia tristella	Yakima
Osmia unca	Benton
Osmia unca	Garfield
Osmia unca	Walla Walla
Osmia unca	Whitman
Osmia vandykei	Benton
Osmia vandykei	Klickitat
Osmia vandykei	Spokane
Osmia vandykei	Whitman
Osmia lignaria	Adams
Osmia lignaria	Chelan
Osmia lignaria	Clallam
Osmia lignaria	Clark
Osmia lignaria	Cowlitz
Osmia lignaria	Ferry
Osmia lignaria	Grant
Osmia lignaria	Island
Osmia lignaria	Jefferson
Osmia lignaria	King
Osmia lignaria	Kitsap
Osmia lignaria	Klickitat
Osmia lignaria	Mason
Osmia lignaria	Okanogan
Osmia lignaria	Pacific
Osmia lignaria	Pierce
Osmia lignaria	San Juan
Osmia lignaria	Skagit
Osmia lignaria	Snohomish
Osmia lignaria	Spokane
Osmia lignaria	Stevens
Osmia lignaria	Thurston
Osmia lignaria	Walla Walla
Osmia lignaria	Whatcom
Osmia lignaria	Whitman
Osmia lignaria	Yakima
Protosmia rubifloris	Chelan
Protosmia rubifloris	King
Protosmia rubifloris	Okanogan
Protosmia rubifloris	Thurston
Macropis steironematis	Yakima
